star_id,runname,dvdt,curv,u_dvdt,u_curv
T001472,default,nan,nan,nan,nan
T001472,default,0.1,0.0,0.034,0.0
T001669,default_cps,nan,nan,nan,nan
T001669,default_cps,nan,nan,nan,nan
T001669,default_cps,0.059,0.0,0.038,0.0
T001669,default,nan,nan,nan,nan
T001669,default,nan,nan,nan,nan
T001669,default,0.058,0.0,0.038,0.0
T001691,default,nan,nan,nan,nan
T001691,default,-0.0202416495584026,0.0,,
T001691,default,-0.0202416495584026,0.0,,
T001691,default_cps,nan,nan,nan,nan
T001691,default_cps,-0.0202416495584026,0.0,,
T001691,default_cps,-0.0202416495584026,0.0,,
T001694,1pl_trend,nan,nan,nan,nan
T001694,1pl_trend,-0.34218151928365,0.0,,
T001694,1pl_trend,-0.34218151928365,0.0,,
T001694,1pl_circ,nan,nan,nan,nan
T001694,1pl_circ,0.0,0.0,,
T001694,1pl_circ,0.0,0.0,,
T001694,default_cps,nan,nan,nan,nan
T001694,default_cps,-0.339208184006015,0.0,,
T001694,default_cps,-0.339208184006015,0.0,,
T001694,default,nan,nan,nan,nan
T001694,default,-0.339208184006015,0.0,,
T001694,default,-0.339208184006015,0.0,,
T001710,default_cps,nan,nan,nan,nan
T001710,default_cps,nan,nan,nan,nan
T001710,default_cps,0.016,0.0,0.026,0.0
T001710,default,nan,nan,nan,nan
T001710,default,nan,nan,nan,nan
T001710,default,0.015,0.0,0.026,0.0
T001723,default_cps,nan,nan,nan,nan
T001723,default_cps,0.0164224442407854,0.0,,
T001723,default_cps,0.0164224442407854,0.0,,
T001723,default,nan,nan,nan,nan
T001723,default,0.0164224442407854,0.0,,
T001723,default,0.0164224442407854,0.0,,
T001753,default,nan,nan,nan,nan
T001753,default,-0.114346662879081,0.0,,
T001753,default,-0.114346662879081,0.0,,
T001753,default_cps,nan,nan,nan,nan
T001753,default_cps,-0.114346662879081,0.0,,
T001753,default_cps,-0.114346662879081,0.0,,
T001758,default_cps,nan,nan,nan,nan
T001758,default_cps,nan,nan,nan,nan
T001758,default_cps,-0.028,0.0,0.029,0.0
T001758,default,nan,nan,nan,nan
T001758,default,nan,nan,nan,nan
T001758,default,-0.028,0.0,0.029,0.0
T001759,1pl_circ,nan,nan,nan,nan
T001759,1pl_circ,nan,nan,nan,nan
T001759,1pl_circ,0.0,0.0,0.0,0.0
T001759,default_cps,nan,nan,nan,nan
T001759,default_cps,nan,nan,nan,nan
T001759,default_cps,0.044,0.0,0.017,0.0
T001759,default_1,nan,nan,nan,nan
T001759,default_1,nan,nan,nan,nan
T001759,default_1,0.081,0.0,0.033,0.0
T001759,1pl_ecc_trend,nan,nan,nan,nan
T001759,1pl_ecc_trend,nan,nan,nan,nan
T001759,1pl_ecc_trend,0.039,0.0,0.015,0.0
T001759,correctPeriod,nan,nan,nan,nan
T001759,correctPeriod,nan,nan,nan,nan
T001759,correctPeriod,0.038,0.0,0.014,0.0
T001759,default,nan,nan,nan,nan
T001759,default,nan,nan,nan,nan
T001759,default,0.044,0.0,0.017,0.0
T001794,default,nan,nan,nan,nan
T001794,default,nan,nan,nan,nan
T001794,default,-0.007,0.0,0.028,0.0
T001794,default_cps,nan,nan,nan,nan
T001794,default_cps,nan,nan,nan,nan
T001794,default_cps,-0.007,0.0,0.028,0.0
T001824,default_cps,nan,nan,nan,nan
T001824,default_cps,0.00626760909216117,0.0,,
T001824,default_cps,0.00626760909216117,0.0,,
T001824,default_cps,0.00626760909216117,0.0,,
T001824,default,nan,nan,nan,nan
T001824,default,0.00626760909216117,0.0,,
T001824,default,0.00626760909216117,0.0,,
T001824,default,0.00626760909216117,0.0,,
T002088,default_cps,nan,nan,nan,nan
T002088,default_cps,nan,nan,nan,nan
T002088,default_cps,-0.09,0.0,0.42,0.0
T002088,ecc_omega_free,nan,nan,nan,nan
T002088,ecc_omega_free,nan,nan,nan,nan
T002088,ecc_omega_free,0.0,0.0,2.0,0.0
T002088,default,nan,nan,nan,nan
T002088,default,nan,nan,nan,nan
T002088,default,-0.13,0.0,0.43,0.0
TIC142381532,1pl_circ,nan,nan,nan,nan
TIC142381532,1pl_circ,0.0149311628873332,0.0,,
TIC142381532,1pl_circ,0.0149311628873332,0.0,,
TIC142381532,1pl_circ,0.0149311628873332,0.0,,
TIC142381532,1pl_38d,nan,nan,nan,nan
TIC142381532,1pl_38d,0.0189877425069169,0.0,,
TIC142381532,1pl_38d,0.0189877425069169,0.0,,
TIC142381532,1pl_38d,0.0189877425069169,0.0,,
TIC142381532,default_cps,nan,nan,nan,nan
TIC142381532,default_cps,-0.0538971475207495,0.0,,
TIC142381532,default_cps,-0.0538971475207495,0.0,,
TIC142381532,default_cps,-0.0538971475207495,0.0,,
TIC142381532,default,nan,nan,nan,nan
TIC142381532,default,-0.0538971475207495,0.0,,
TIC142381532,default,-0.0538971475207495,0.0,,
TIC142381532,default,-0.0538971475207495,0.0,,
WASP156,default_cps,nan,nan,nan,nan
WASP156,default_cps,nan,nan,nan,nan
WASP156,default_cps,0.032,0.0,0.024,0.0
WASP156,default,nan,nan,nan,nan
WASP156,default,nan,nan,nan,nan
WASP156,default,0.033,0.0,0.024,0.0
